city,locality,propertyType,bedrooms,bathrooms,area,propertyAge,floor,amenities_count,parking,price
Bangalore,Whitefield,Commercial Property,0,1,4158,12,7,1,1,27160000.0
Delhi,Vasant Kunj,Villa,2,1,2943,6,7,0,0,35130000.0
Hyderabad,Jubilee Hills,Villa,2,2,2375,24,15,0,0,19850000.0
Chennai,Anna Nagar,Apartment,2,3,2680,6,18,5,1,14190000.0
Mumbai,Andheri,Independent House,2,3,3235,11,18,6,0,54090000.0
Mumbai,Andheri,Commercial Property,0,1,2897,12,9,4,0,51380000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,2382,12,7,9,0,13750000.0
Hyderabad,Banjara Hills,Villa,5,6,723,15,19,8,1,5500000.0
Hyderabad,Gachibowli,Independent House,4,4,3574,23,20,0,1,22890000.0
Mumbai,Bandra,Apartment,2,3,3735,10,15,1,0,97200000.0
Mumbai,Powai,Independent House,4,5,3444,24,11,5,1,57010000.0
Mumbai,Andheri,Villa,4,3,3507,9,5,8,1,63980000.0
Hyderabad,Gachibowli,Villa,4,4,2632,16,15,5,1,16320000.0
Bangalore,Electronic City,Villa,2,1,2504,12,6,9,1,17750000.0
Mumbai,Bandra,Commercial Property,0,1,758,19,15,7,1,18970000.0
Hyderabad,Gachibowli,Villa,3,3,3661,5,14,8,0,22310000.0
Chennai,ECR,Independent House,5,6,1513,20,24,3,1,10020000.0
Bangalore,Indiranagar,Apartment,1,2,4177,9,22,3,1,27730000.0
Hyderabad,HITECH City,Commercial Property,0,1,1347,5,16,5,0,8730000.0
Chennai,OMR,Apartment,1,2,1102,23,13,9,0,6480000.0
Mumbai,Worli,Commercial Property,0,1,1744,4,10,6,1,30810000.0
Mumbai,Andheri,Villa,2,1,3644,20,1,6,1,66210000.0
Chennai,ECR,Independent House,5,5,3897,20,2,9,1,23510000.0
Bangalore,HSR Layout,Villa,5,6,1035,15,20,0,0,7820000.0
Chennai,ECR,Commercial Property,0,1,4049,8,15,2,1,23550000.0
Delhi,Rohini,Villa,5,4,3083,9,3,7,1,33470000.0
Mumbai,Bandra,Independent House,1,1,2302,0,15,9,0,63540000.0
Hyderabad,Jubilee Hills,Apartment,2,3,1477,1,7,8,1,12240000.0
Mumbai,Powai,Commercial Property,0,1,2596,0,5,1,0,47840000.0
Delhi,Connaught Place,Villa,5,4,3572,23,3,5,1,52090000.0
Chennai,Velachery,Independent House,1,1,2163,18,22,7,0,12610000.0
Hyderabad,Kondapur,Commercial Property,0,1,4037,17,16,8,1,24530000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,2082,6,22,9,0,12620000.0
Delhi,Saket,Apartment,1,1,3061,19,16,0,0,31620000.0
Bangalore,Whitefield,Commercial Property,0,1,1254,8,19,4,1,8720000.0
Delhi,Rohini,Independent House,4,5,3960,16,10,9,0,41710000.0
Hyderabad,Gachibowli,Apartment,1,1,599,17,9,8,0,3920000.0
Chennai,Velachery,Apartment,5,5,1253,24,17,6,1,8690000.0
Mumbai,Powai,Villa,2,2,1952,9,18,9,0,33550000.0
Chennai,OMR,Villa,5,6,4033,0,20,4,1,23800000.0
Delhi,Rohini,Villa,5,6,1056,8,10,0,1,12870000.0
Bangalore,HSR Layout,Apartment,3,3,3244,8,2,2,1,23580000.0
Mumbai,Juhu,Independent House,4,5,2858,22,9,1,0,48240000.0
Delhi,Connaught Place,Independent House,2,2,4416,13,5,9,1,71650000.0
Mumbai,Bandra,Villa,5,5,3642,5,22,6,0,102450000.0
Bangalore,Indiranagar,Villa,5,5,1310,16,10,0,1,10380000.0
Bangalore,Koramangala,Villa,5,5,1055,21,21,1,0,11640000.0
Delhi,Dwarka,Apartment,1,2,3847,7,19,4,0,44830000.0
Mumbai,Powai,Commercial Property,0,1,2574,18,18,9,0,45620000.0
Chennai,OMR,Independent House,5,6,4180,14,16,6,0,24620000.0
Delhi,Rohini,Villa,4,3,3512,16,5,5,0,42380000.0
Chennai,Adyar,Independent House,1,2,517,17,21,9,1,4580000.0
Chennai,Velachery,Commercial Property,0,1,1252,5,2,0,1,7330000.0
Bangalore,Koramangala,Independent House,1,1,2308,22,6,5,1,24770000.0
Delhi,Saket,Villa,3,4,1443,6,8,1,0,16930000.0
Chennai,Velachery,Apartment,3,2,578,19,2,8,0,4190000.0
Bangalore,Koramangala,Independent House,3,4,3179,5,23,0,0,29300000.0
Chennai,Anna Nagar,Commercial Property,0,1,1334,10,4,4,0,7540000.0
Hyderabad,Gachibowli,Commercial Property,0,1,3868,1,5,7,0,23690000.0
Mumbai,Andheri,Villa,5,6,3043,21,15,9,0,50570000.0
Bangalore,Indiranagar,Commercial Property,0,1,1269,23,23,1,1,9120000.0
Bangalore,Electronic City,Independent House,2,2,4339,24,16,0,0,31010000.0
Bangalore,Koramangala,Apartment,5,4,1332,20,10,5,0,14820000.0
Delhi,Connaught Place,Apartment,1,2,878,7,20,2,1,14710000.0
Bangalore,Electronic City,Apartment,5,6,1592,2,17,1,1,13710000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,4094,22,2,7,0,30870000.0
Bangalore,Electronic City,Apartment,2,1,3239,12,21,3,0,24490000.0
Delhi,Dwarka,Apartment,2,1,3475,5,9,8,0,40160000.0
Mumbai,Juhu,Apartment,3,2,1324,18,3,4,1,25100000.0
Hyderabad,HITECH City,Independent House,3,2,3015,4,24,7,1,20650000.0
Bangalore,HSR Layout,Commercial Property,0,1,3431,11,13,9,0,26430000.0
Delhi,Vasant Kunj,Commercial Property,0,1,3018,17,13,1,0,31070000.0
Hyderabad,HITECH City,Villa,2,1,645,6,4,9,0,4320000.0
Mumbai,Andheri,Villa,5,6,3304,13,15,0,0,64200000.0
Chennai,OMR,Independent House,1,1,2945,19,19,4,0,15660000.0
Bangalore,Indiranagar,Independent House,2,1,1428,21,17,2,0,10890000.0
Hyderabad,Gachibowli,Commercial Property,0,1,4279,9,10,7,0,23770000.0
Bangalore,Electronic City,Apartment,1,2,1795,2,16,7,1,12880000.0
Chennai,ECR,Villa,3,2,1811,8,6,7,0,11420000.0
Bangalore,Indiranagar,Commercial Property,0,1,1328,5,3,3,1,9070000.0
Chennai,ECR,Villa,5,5,3490,14,13,9,0,19300000.0
Bangalore,Whitefield,Independent House,5,5,2259,16,14,7,1,15730000.0
Hyderabad,Jubilee Hills,Apartment,3,3,4449,17,5,9,0,39360000.0
Delhi,Dwarka,Villa,3,3,2600,2,11,0,1,30060000.0
Mumbai,Worli,Independent House,3,2,3224,14,18,9,1,53340000.0
Delhi,Connaught Place,Villa,2,2,4362,18,11,7,1,62420000.0
Hyderabad,Jubilee Hills,Apartment,2,3,3569,17,14,5,1,31220000.0
Mumbai,Powai,Independent House,4,5,2216,6,14,7,1,42720000.0
Chennai,ECR,Villa,3,4,1734,15,22,4,1,11130000.0
Bangalore,Electronic City,Apartment,4,4,2491,8,19,2,0,18890000.0
Bangalore,Indiranagar,Commercial Property,0,1,3300,16,11,1,1,23020000.0
Mumbai,Worli,Commercial Property,0,1,2357,1,15,6,0,40230000.0
Delhi,Connaught Place,Villa,1,1,3897,18,24,5,0,55810000.0
Hyderabad,Gachibowli,Commercial Property,0,1,1474,10,22,5,1,8530000.0
Delhi,Connaught Place,Apartment,3,4,2442,20,2,5,1,35120000.0
Hyderabad,Gachibowli,Commercial Property,0,1,4293,13,18,7,1,25910000.0
Hyderabad,Kondapur,Commercial Property,0,1,2647,4,1,0,1,14830000.0
Bangalore,Indiranagar,Apartment,2,3,3186,7,7,6,1,20990000.0
Hyderabad,Gachibowli,Villa,4,4,2501,11,16,8,0,16110000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,2914,9,20,2,1,23790000.0
Mumbai,Juhu,Independent House,2,2,902,8,16,2,1,15680000.0
Hyderabad,Gachibowli,Apartment,4,4,4191,24,19,6,0,24750000.0
Mumbai,Andheri,Independent House,4,5,3718,20,15,0,1,62440000.0
Mumbai,Juhu,Apartment,2,3,1955,1,12,5,1,33160000.0
Delhi,Rohini,Independent House,2,1,3938,1,1,9,1,48490000.0
Hyderabad,Banjara Hills,Apartment,4,5,3675,12,19,0,0,22220000.0
Hyderabad,HITECH City,Villa,1,1,4181,8,24,6,0,27800000.0
Hyderabad,Banjara Hills,Villa,1,2,1263,22,14,7,1,7480000.0
Mumbai,Powai,Independent House,1,1,537,7,22,4,0,8970000.0
Bangalore,HSR Layout,Independent House,1,1,4258,13,20,5,1,29020000.0
Chennai,Anna Nagar,Apartment,5,4,904,20,5,9,1,6470000.0
Chennai,ECR,Apartment,4,3,2786,13,8,9,0,17930000.0
Mumbai,Powai,Commercial Property,0,1,1420,16,17,8,0,24980000.0
Delhi,Rohini,Villa,1,1,3447,11,24,2,0,39300000.0
Mumbai,Worli,Commercial Property,0,1,521,10,24,0,1,9670000.0
Mumbai,Worli,Independent House,3,4,730,9,16,9,1,15560000.0
Bangalore,Electronic City,Apartment,4,3,3211,11,17,1,0,23850000.0
Bangalore,HSR Layout,Commercial Property,0,1,2178,7,15,0,1,16490000.0
Hyderabad,HITECH City,Independent House,3,2,1856,22,21,4,1,10640000.0
Hyderabad,Kondapur,Commercial Property,0,1,2380,18,3,6,0,14490000.0
Mumbai,Juhu,Independent House,5,6,3557,21,8,0,1,68150000.0
Chennai,Velachery,Commercial Property,0,1,1905,15,8,6,1,11310000.0
Chennai,Adyar,Villa,5,5,2567,15,17,2,1,20180000.0
Hyderabad,Kondapur,Apartment,4,4,4498,11,12,6,0,25920000.0
Bangalore,HSR Layout,Commercial Property,0,1,3674,17,15,5,1,27680000.0
Delhi,Saket,Villa,1,1,709,15,8,8,1,8210000.0
Delhi,Saket,Villa,1,1,1103,5,20,4,0,11500000.0
Mumbai,Juhu,Commercial Property,0,1,3617,21,8,3,0,60820000.0
Hyderabad,Gachibowli,Villa,3,3,1627,0,22,1,1,11780000.0
Chennai,OMR,Apartment,3,4,3783,1,17,0,0,20530000.0
Delhi,Dwarka,Apartment,4,5,942,16,4,6,1,12150000.0
Mumbai,Bandra,Villa,2,1,4228,7,8,5,1,99270000.0
Mumbai,Powai,Villa,5,6,3891,18,15,5,1,71110000.0
Bangalore,HSR Layout,Commercial Property,0,1,1818,16,17,9,0,12550000.0
Chennai,OMR,Commercial Property,0,1,792,19,24,6,0,3880000.0
Bangalore,Indiranagar,Apartment,1,2,1389,23,11,8,1,10260000.0
Delhi,Connaught Place,Commercial Property,0,1,3200,22,19,9,0,44780000.0
Chennai,Anna Nagar,Villa,3,4,3536,12,2,6,0,20350000.0
Bangalore,HSR Layout,Independent House,5,5,1520,15,7,4,0,12250000.0
Delhi,Saket,Independent House,5,4,3509,8,11,7,1,36210000.0
Chennai,Adyar,Villa,3,2,3422,6,2,2,1,25500000.0
Chennai,OMR,Apartment,5,5,3002,8,1,0,0,16650000.0
Bangalore,HSR Layout,Independent House,1,1,1856,4,20,0,1,12650000.0
Chennai,Adyar,Apartment,5,4,3469,20,17,5,0,25960000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,999,20,13,5,0,5560000.0
Bangalore,HSR Layout,Apartment,4,3,648,13,16,7,1,5570000.0
Mumbai,Bandra,Independent House,1,1,1602,21,10,1,1,39570000.0
Mumbai,Juhu,Apartment,5,5,1088,24,14,7,0,20110000.0
Chennai,Adyar,Commercial Property,0,1,3009,11,12,0,1,23200000.0
Chennai,Anna Nagar,Commercial Property,0,1,4268,24,2,9,1,21730000.0
Delhi,Connaught Place,Independent House,3,3,2796,12,5,5,0,40270000.0
Chennai,OMR,Apartment,2,3,4299,15,6,5,1,25520000.0
Chennai,Anna Nagar,Villa,4,4,3263,5,11,9,1,20200000.0
Mumbai,Worli,Commercial Property,0,1,2324,12,18,8,1,38460000.0
Chennai,ECR,Apartment,2,2,3801,14,3,5,0,19560000.0
Mumbai,Juhu,Commercial Property,0,1,1945,14,18,1,0,32610000.0
Bangalore,HSR Layout,Apartment,2,2,1566,6,6,9,0,11280000.0
Bangalore,Indiranagar,Independent House,2,1,3719,22,21,7,1,25590000.0
Delhi,Dwarka,Apartment,1,1,3863,4,11,7,1,39970000.0
Hyderabad,Kondapur,Commercial Property,0,1,4109,1,16,5,1,26910000.0
Mumbai,Powai,Independent House,3,2,3736,16,22,6,1,66030000.0
Mumbai,Powai,Commercial Property,0,1,3758,9,14,9,1,65080000.0
Bangalore,Koramangala,Independent House,1,1,3181,9,2,0,1,28370000.0
Delhi,Saket,Apartment,2,2,4132,0,9,3,0,43750000.0
Delhi,Rohini,Commercial Property,0,1,604,21,18,9,0,5930000.0
Mumbai,Juhu,Commercial Property,0,1,870,4,7,2,1,15580000.0
Chennai,Velachery,Villa,5,4,3220,1,15,3,1,18170000.0
Chennai,Velachery,Commercial Property,0,1,3191,12,13,1,0,16390000.0
Bangalore,Indiranagar,Villa,3,2,3087,2,7,9,0,24500000.0
Chennai,Anna Nagar,Independent House,3,2,2360,8,22,8,0,12780000.0
Delhi,Vasant Kunj,Independent House,1,1,4458,1,9,0,0,45910000.0
Hyderabad,Gachibowli,Apartment,5,5,513,3,4,4,0,4240000.0
Delhi,Rohini,Commercial Property,0,1,3779,21,12,2,1,38460000.0
Hyderabad,Kondapur,Independent House,2,2,1629,6,18,0,0,10230000.0
Delhi,Connaught Place,Apartment,4,4,3914,8,2,0,1,60130000.0
Bangalore,HSR Layout,Apartment,5,4,1656,15,15,0,1,13780000.0
Hyderabad,Jubilee Hills,Apartment,1,1,3456,13,11,9,1,29340000.0
Mumbai,Bandra,Independent House,1,1,3067,20,13,1,0,70920000.0
Chennai,Adyar,Commercial Property,0,1,3701,4,1,3,1,31180000.0
Chennai,Adyar,Apartment,4,4,1301,10,10,5,1,10570000.0
Bangalore,Koramangala,Commercial Property,0,1,2280,7,16,1,0,21720000.0
Delhi,Dwarka,Villa,5,5,2694,14,6,4,0,33610000.0
Hyderabad,Gachibowli,Apartment,2,2,1877,8,14,2,0,11470000.0
Delhi,Rohini,Apartment,4,4,2146,15,7,0,0,25590000.0
Chennai,ECR,Independent House,1,2,1651,6,24,5,0,10290000.0
Bangalore,Koramangala,Apartment,4,5,1570,12,2,1,1,15150000.0
Hyderabad,Jubilee Hills,Apartment,5,6,2632,21,2,7,0,22880000.0
Bangalore,Koramangala,Commercial Property,0,1,2652,0,9,9,0,26630000.0
Bangalore,Whitefield,Villa,4,3,3460,15,3,1,0,24700000.0
Mumbai,Juhu,Villa,4,5,1793,1,17,5,0,35550000.0
Bangalore,Koramangala,Commercial Property,0,1,1937,24,19,7,1,19370000.0
Mumbai,Powai,Commercial Property,0,1,1353,16,4,0,1,25800000.0
Hyderabad,Banjara Hills,Apartment,3,4,1576,14,14,3,1,10510000.0
Delhi,Connaught Place,Commercial Property,0,1,2760,19,20,3,0,38290000.0
Chennai,Anna Nagar,Commercial Property,0,1,576,15,6,9,0,3250000.0
Bangalore,Whitefield,Commercial Property,0,1,3428,12,13,9,1,25590000.0
Bangalore,Electronic City,Villa,1,1,641,15,20,0,0,4700000.0
Hyderabad,Jubilee Hills,Independent House,2,1,1747,10,8,3,0,14980000.0
Delhi,Saket,Apartment,1,2,1457,10,17,2,1,15950000.0
Mumbai,Worli,Independent House,2,3,3151,22,14,0,0,58490000.0
Delhi,Dwarka,Villa,1,1,1439,10,20,5,1,14730000.0
Bangalore,HSR Layout,Apartment,1,1,2620,1,23,4,0,17040000.0
Hyderabad,Banjara Hills,Apartment,1,1,1654,5,22,3,1,10150000.0
Bangalore,Whitefield,Villa,1,2,3170,0,11,0,0,23640000.0
Chennai,ECR,Independent House,3,4,3416,22,12,3,0,18180000.0
Bangalore,Indiranagar,Independent House,2,2,3594,22,21,8,0,23360000.0
Mumbai,Worli,Apartment,4,3,3973,18,9,7,0,72320000.0
Mumbai,Worli,Villa,4,3,1163,3,19,8,1,21330000.0
Chennai,ECR,Commercial Property,0,1,4223,17,12,4,0,23750000.0
Delhi,Rohini,Apartment,3,2,625,17,3,3,1,6780000.0
Chennai,OMR,Apartment,3,2,888,8,3,2,0,5280000.0
Bangalore,Indiranagar,Villa,1,1,2221,24,16,9,0,16200000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,4469,9,3,6,0,33950000.0
Delhi,Rohini,Villa,5,4,823,0,17,9,0,9700000.0
Delhi,Rohini,Commercial Property,0,1,1903,18,24,7,0,21330000.0
Bangalore,Indiranagar,Independent House,4,3,1575,0,17,9,0,12030000.0
Hyderabad,Gachibowli,Independent House,1,1,3675,11,21,6,1,21090000.0
Bangalore,Indiranagar,Villa,2,1,794,4,23,2,1,6440000.0
Hyderabad,Banjara Hills,Apartment,4,5,2940,6,10,6,0,19820000.0
Delhi,Saket,Villa,2,2,3220,15,22,0,0,34300000.0
Mumbai,Andheri,Independent House,2,2,2107,5,7,6,1,34920000.0
Mumbai,Bandra,Apartment,1,2,2362,8,13,9,0,61900000.0
Hyderabad,Banjara Hills,Villa,1,2,2306,23,6,4,0,13180000.0
Mumbai,Bandra,Commercial Property,0,1,3528,21,2,2,0,85270000.0
Delhi,Vasant Kunj,Apartment,4,4,3481,17,23,2,0,39830000.0
Hyderabad,Jubilee Hills,Villa,4,4,2379,12,11,2,0,22060000.0
Bangalore,Whitefield,Commercial Property,0,1,4256,13,24,1,1,29060000.0
Hyderabad,HITECH City,Commercial Property,0,1,2096,3,10,8,0,12830000.0
Bangalore,Indiranagar,Apartment,1,1,1293,7,3,8,1,9690000.0
Hyderabad,Jubilee Hills,Independent House,4,3,3224,18,15,7,1,30650000.0
Bangalore,Koramangala,Villa,1,1,1862,4,23,6,0,18260000.0
Bangalore,Koramangala,Apartment,5,5,3097,8,4,4,0,29080000.0
Mumbai,Bandra,Independent House,5,6,1903,12,22,7,0,52800000.0
Delhi,Vasant Kunj,Villa,2,3,2755,0,7,9,0,33680000.0
Delhi,Connaught Place,Apartment,3,3,3329,24,15,1,1,54500000.0
Delhi,Dwarka,Commercial Property,0,1,3736,5,7,9,0,44010000.0
Hyderabad,HITECH City,Apartment,3,3,2401,21,11,9,0,15240000.0
Delhi,Dwarka,Commercial Property,0,1,640,8,11,5,0,7330000.0
Hyderabad,Kondapur,Independent House,3,3,2535,13,15,9,0,14880000.0
Bangalore,Koramangala,Commercial Property,0,1,997,16,21,0,0,9570000.0
Chennai,Velachery,Apartment,3,2,2904,8,17,7,0,18390000.0
Chennai,Anna Nagar,Apartment,1,1,3340,0,10,9,0,17770000.0
Delhi,Saket,Apartment,2,2,4412,23,17,3,0,52380000.0
Delhi,Connaught Place,Commercial Property,0,1,3190,10,18,3,0,44430000.0
Bangalore,Indiranagar,Commercial Property,0,1,746,19,6,7,0,5580000.0
Bangalore,Indiranagar,Commercial Property,0,1,2249,11,17,8,1,16670000.0
Mumbai,Powai,Villa,2,1,1197,11,14,8,0,24130000.0
Hyderabad,Kondapur,Villa,5,5,1603,6,4,3,0,11870000.0
Mumbai,Worli,Commercial Property,0,1,2345,22,17,2,0,42760000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,2318,4,14,0,0,19360000.0
Hyderabad,Gachibowli,Apartment,4,5,621,16,13,9,1,5130000.0
Delhi,Vasant Kunj,Commercial Property,0,1,1944,1,17,7,1,20350000.0
Chennai,ECR,Independent House,5,6,1525,9,12,7,0,9610000.0
Hyderabad,HITECH City,Apartment,3,3,1511,12,19,6,0,10180000.0
Bangalore,Electronic City,Independent House,2,2,2789,10,1,0,1,19620000.0
Hyderabad,Banjara Hills,Apartment,3,4,2372,5,11,0,0,13570000.0
Delhi,Rohini,Independent House,4,5,1687,2,24,6,0,20190000.0
Bangalore,HSR Layout,Independent House,5,4,3080,18,21,3,1,24310000.0
Mumbai,Juhu,Apartment,4,4,1331,7,15,4,1,24580000.0
Hyderabad,Banjara Hills,Independent House,5,6,3332,11,3,9,0,23080000.0
Bangalore,Indiranagar,Independent House,5,5,978,11,1,2,0,7460000.0
Hyderabad,HITECH City,Apartment,4,3,1488,3,17,1,0,10810000.0
Mumbai,Juhu,Apartment,4,3,3800,10,21,9,0,69020000.0
Mumbai,Bandra,Apartment,4,5,4020,19,22,2,1,101660000.0
Chennai,OMR,Independent House,4,3,832,5,17,6,0,5880000.0
Chennai,OMR,Apartment,5,5,2194,15,16,0,0,13860000.0
Bangalore,Indiranagar,Independent House,5,6,4270,17,20,1,0,30390000.0
Hyderabad,Kondapur,Apartment,2,1,2795,4,24,2,0,18330000.0
Hyderabad,Kondapur,Independent House,4,4,2131,23,21,6,0,14460000.0
Delhi,Rohini,Commercial Property,0,1,631,1,5,0,0,6400000.0
Bangalore,Koramangala,Villa,1,2,3113,0,1,7,1,29530000.0
Hyderabad,Gachibowli,Independent House,2,2,1298,19,10,0,1,8420000.0
Delhi,Saket,Villa,1,1,1190,15,24,1,1,13930000.0
Bangalore,Indiranagar,Villa,1,1,1397,6,16,4,0,10760000.0
Mumbai,Bandra,Commercial Property,0,1,666,19,8,9,0,16400000.0
Chennai,OMR,Villa,3,3,3591,9,9,9,0,18850000.0
Delhi,Vasant Kunj,Villa,4,4,3655,2,23,2,1,40650000.0
Delhi,Vasant Kunj,Independent House,5,4,1132,0,13,3,1,14210000.0
Mumbai,Juhu,Commercial Property,0,1,4372,22,12,7,1,71650000.0
Delhi,Dwarka,Independent House,4,4,1044,9,16,3,0,13480000.0
Mumbai,Powai,Commercial Property,0,1,3043,18,21,5,0,56490000.0
Mumbai,Bandra,Commercial Property,0,1,4384,7,16,1,0,110830000.0
Chennai,Anna Nagar,Villa,1,2,3064,15,18,0,1,18180000.0
Hyderabad,Jubilee Hills,Villa,1,1,1848,22,8,2,1,16360000.0
Chennai,Velachery,Apartment,1,2,1283,15,15,5,0,6770000.0
Mumbai,Juhu,Independent House,1,1,4233,15,20,0,0,83240000.0
Chennai,ECR,Commercial Property,0,1,767,8,3,2,0,4130000.0
Bangalore,HSR Layout,Apartment,1,1,1445,6,4,0,1,10000000.0
Mumbai,Juhu,Villa,3,4,1498,17,13,6,0,24960000.0
Chennai,ECR,Commercial Property,0,1,2133,22,5,5,1,11910000.0
Delhi,Vasant Kunj,Apartment,4,4,2003,23,18,4,0,20720000.0
Hyderabad,Jubilee Hills,Apartment,1,1,2496,8,7,6,1,22930000.0
Hyderabad,HITECH City,Villa,1,1,588,18,16,4,1,3930000.0
Hyderabad,Kondapur,Apartment,5,6,1121,7,11,1,1,8020000.0
Bangalore,Indiranagar,Apartment,5,4,1268,22,8,2,0,9730000.0
Mumbai,Powai,Apartment,2,3,926,16,6,7,0,17360000.0
Delhi,Vasant Kunj,Independent House,3,4,2839,10,15,0,0,31490000.0
Hyderabad,Gachibowli,Commercial Property,0,1,2631,12,1,4,0,14220000.0
Delhi,Connaught Place,Independent House,4,4,4294,8,21,6,1,64410000.0
Bangalore,Electronic City,Independent House,3,3,3789,1,13,2,1,26990000.0
Chennai,ECR,Villa,3,2,1706,18,11,7,1,9450000.0
Chennai,Velachery,Villa,5,4,1101,18,8,7,1,7610000.0
Bangalore,Whitefield,Commercial Property,0,1,2460,1,20,1,1,17960000.0
Chennai,Anna Nagar,Apartment,4,3,1778,5,1,9,0,11480000.0
Chennai,ECR,Villa,2,3,4259,7,13,6,0,25080000.0
Chennai,OMR,Villa,3,2,2304,14,23,5,0,14280000.0
Hyderabad,Kondapur,Villa,3,4,4285,18,5,6,1,28560000.0
Hyderabad,Gachibowli,Villa,4,3,3231,14,8,6,1,20070000.0
Hyderabad,Kondapur,Apartment,1,2,2438,0,4,9,0,16660000.0
Chennai,Adyar,Commercial Property,0,1,1977,22,12,6,1,14430000.0
Hyderabad,HITECH City,Villa,5,6,4415,4,5,1,1,29760000.0
Bangalore,Indiranagar,Independent House,1,2,2351,17,1,8,1,16370000.0
Mumbai,Worli,Villa,1,2,944,10,11,1,0,17180000.0
Bangalore,Electronic City,Independent House,4,5,2814,11,4,8,1,19720000.0
Bangalore,HSR Layout,Villa,5,6,3746,0,3,4,1,28890000.0
Chennai,OMR,Villa,3,3,2048,2,11,1,1,12940000.0
Mumbai,Andheri,Independent House,5,4,3537,9,9,6,0,69370000.0
Mumbai,Powai,Apartment,2,2,1891,22,13,7,0,36960000.0
Bangalore,Koramangala,Apartment,4,3,3193,11,10,1,1,35340000.0
Chennai,Velachery,Commercial Property,0,1,4218,8,8,2,0,23260000.0
Hyderabad,Gachibowli,Commercial Property,0,1,3575,24,20,5,1,22300000.0
Bangalore,Indiranagar,Commercial Property,0,1,3090,12,22,2,1,21080000.0
Bangalore,Electronic City,Commercial Property,0,1,4451,16,9,6,0,30690000.0
Mumbai,Worli,Independent House,5,5,3452,11,15,4,1,62290000.0
Chennai,Adyar,Independent House,5,6,3252,18,24,8,0,25690000.0
Mumbai,Powai,Independent House,1,2,2548,16,9,9,0,45910000.0
Hyderabad,Banjara Hills,Villa,1,2,2943,21,20,6,0,17030000.0
Mumbai,Bandra,Villa,3,2,3170,7,1,3,1,84440000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,1401,0,23,2,0,8250000.0
Hyderabad,Gachibowli,Villa,1,1,4004,16,17,7,1,26660000.0
Delhi,Dwarka,Independent House,3,2,2293,3,19,6,1,26890000.0
Mumbai,Andheri,Independent House,4,5,977,10,7,3,0,17600000.0
Delhi,Rohini,Commercial Property,0,1,554,18,5,2,0,5360000.0
Mumbai,Andheri,Independent House,5,4,2412,8,21,8,1,42950000.0
Hyderabad,Kondapur,Independent House,3,4,507,19,10,2,0,3620000.0
Hyderabad,HITECH City,Villa,5,6,4085,17,9,1,1,26190000.0
Mumbai,Worli,Independent House,1,1,2759,24,18,9,0,45740000.0
Bangalore,Indiranagar,Independent House,4,3,3061,23,2,8,1,22170000.0
Hyderabad,Banjara Hills,Independent House,4,4,627,22,8,1,1,4520000.0
Bangalore,HSR Layout,Apartment,2,2,3338,2,20,9,0,24040000.0
Mumbai,Andheri,Apartment,4,3,2672,7,7,5,0,47730000.0
Bangalore,Whitefield,Villa,1,1,972,20,14,2,1,6490000.0
Bangalore,Whitefield,Commercial Property,0,1,4228,0,18,9,0,27660000.0
Chennai,ECR,Independent House,3,2,1979,11,22,8,0,11000000.0
Delhi,Rohini,Commercial Property,0,1,1958,5,8,3,0,21480000.0
Delhi,Connaught Place,Commercial Property,0,1,674,20,5,7,0,9230000.0
Chennai,OMR,Commercial Property,0,1,4426,1,11,1,0,25500000.0
Hyderabad,HITECH City,Villa,2,2,4463,14,10,9,0,29850000.0
Mumbai,Bandra,Commercial Property,0,1,2149,3,9,3,1,54710000.0
Bangalore,HSR Layout,Villa,5,5,1744,5,11,7,0,14810000.0
Bangalore,Electronic City,Commercial Property,0,1,3506,0,20,9,1,26460000.0
Chennai,Adyar,Commercial Property,0,1,2429,18,4,1,1,19450000.0
Bangalore,Whitefield,Villa,1,1,777,3,19,1,0,5450000.0
Mumbai,Bandra,Commercial Property,0,1,3978,20,21,6,0,90620000.0
Hyderabad,Jubilee Hills,Villa,1,1,2135,18,2,8,1,18680000.0
Hyderabad,Kondapur,Commercial Property,0,1,632,3,9,5,0,3800000.0
Bangalore,Electronic City,Villa,5,6,765,5,17,4,1,6300000.0
Mumbai,Powai,Independent House,1,2,3366,17,4,7,0,66150000.0
Mumbai,Worli,Independent House,2,2,2455,5,11,4,0,41420000.0
Chennai,OMR,Apartment,3,3,4438,0,4,1,1,25290000.0
Delhi,Vasant Kunj,Villa,1,1,1062,10,21,7,0,12920000.0
Chennai,Adyar,Independent House,5,4,1917,23,12,0,1,14780000.0
Hyderabad,Kondapur,Villa,4,4,4370,5,17,1,0,25080000.0
Bangalore,Indiranagar,Villa,5,4,3987,23,16,5,0,28300000.0
Bangalore,Electronic City,Apartment,2,1,1869,13,17,0,0,13170000.0
Bangalore,HSR Layout,Independent House,5,4,1775,11,17,3,1,13870000.0
Bangalore,HSR Layout,Apartment,2,1,1069,21,2,6,0,8380000.0
